nct_id,brief_title,official_title,acronym,lead_sponsor_name,lead_sponsor_class,phase,overall_status,study_type,enrollment_count,enrollment_type,start_date,primary_completion_date,completion_date,why_stopped,sex,minimum_age,maximum_age,std_ages,healthy_volunteers,eligibility_criteria,brief_summary,conditions,has_results,is_fda_regulated_drug,primary_outcomes,retrieved_at,source_id
NCT03273959,Program Of Exercises During The Hospitalization Of Children And Adolescents With Cystic Fibrosis,Effects Of An Exercise Program During The Hospitalization Of Children And Adolescents With Cystic Fibrosis: Randomized Clinical Test,,Hospital de Clinicas de Porto Alegre,OTHER,NA,UNKNOWN,INTERVENTIONAL,50,ESTIMATED,2017-08-28,2018-08-28,2019-03-28,,ALL,6 Years,18 Years,CHILD;ADULT,0,"Inclusion Criteria:

* They will be included in the study of patients from 6 to 18 years old, regularly followed by the Pediatric Pulmonology team of the HCPA, with diagnosis of cystic fibrosis according to the consensus criteria admitted to hospital admission due to exacerbation of the disease.
* Hospital admission is defined as a stay of 24 hours or more in any HCPA unit.
* An exacerbation of lung disease is defined as the presence of one or more of the following: Change in sputum volume and color, new or enlarged hemoptysis, increased cough, increased dyspnoea, malaise, fatigue, lethargy, fever, anorexia or Loss of weight, headache or pain in the sinuses, alteration of the pulmonary auscultation, non-FEV1 decrease of more than 10%, radiological, eradication of new bacteria.

Exclusion Criteria:

* Patients with cardiac, orthopedic or trauma complications that make it impossible to perform the proposed exercises;
* Patients with hemodynamic instability, massive hemoptysis, pneumothorax, and continuous use of noninvasive ventilation.
* Pregnant women","The objective of this study was to evaluate the effect of a physical exercise program on the functional capacity of children and adolescents with cystic fibrosis hospitalized at the Hospital de Clínicas of Porto Alegre (HCPA) through a six-minute walk test using the distance traveled In six minutes.

In the first 48 hours of hospital stay, the following evaluations will be performed: Six-minute walk test, physical and health fitness test, spirometry and data collection. Patients will be randomized to either control group or intervention group. The control group will receive the conventional treatment offered by hospital care, the intervention group will receive this same treatment plus an exercise protocol. After 14 days they will be reevaluated with the same tests applied at the beginning of hospitalization.",Cystic Fibrosis | Cystic Fibrosis in Children | Cystic Fibrosis Pulmonary Exacerbation | Cystic Fibrosis With Exacerbation,0,0,Functional capacity,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03277196,A Study to Evaluate the Safety of Long-term Ivacaftor Treatment in Participants With Cystic Fibrosis Who Are Less Than 24 Months of Age at Treatment Initiation and Have an Approved Ivacaftor-Responsive Mutation,"A Phase 3, 2-Arm, Open-label Study to Evaluate the Safety and Pharmacodynamics of Long-term Ivacaftor Treatment in Subjects With Cystic Fibrosis Who Are Less Than 24 Months of Age at Treatment Initiation and Have an Approved Ivacaftor-Responsive Mutation",,Vertex Pharmaceuticals Incorporated,INDUSTRY,PHASE3,COMPLETED,INTERVENTIONAL,86,ACTUAL,2017-08-16,2023-10-02,2023-10-02,,ALL,0 Months,24 Months,CHILD,0,"Inclusion Criteria:

Ivacaftor Arm: Participants From Study 124 (NCT02725567 ) Part B:

* Participants transitioning from Study 124 Part B must have completed the last study visit of Study 124 Part B.
* As judged by the investigator, parent or legal guardian must be able to understand protocol requirements, restrictions, and instructions; and must sign the informed consent form (ICF).

Ivacaftor Arm: Participants Not From Study 124 Part B:

* Confirmed diagnosis of CF, or 2 CF-causing mutations.
* An ivacaftor- responsive CFTR mutation on at least 1 allele. Participants will be eligible in countries/regions where ivacaftor is approved for use in participants 2 years of age and older.
* As judged by the investigator, parent or legal guardian must be able to understand protocol requirements, restrictions, and instructions; and must sign the ICF.

Observational Arm:

* Received ivacaftor treatment in Study 124 Part B and elected not to enroll or ineligible to enroll in the ivacaftor arm of Study 126.

Exclusion Criteria:

Ivacaftor Arm: Participants From Study 124 Part B:

* History of any illness or condition that, in the opinion of the investigator, might confound the results of the study or pose an additional risk in administering ivacaftor to the participant.
* Participants receiving commercially available ivacaftor treatment

Ivacaftor Arm: Participants Not From Study 124 Part B:

* History of any illness or condition that, in the opinion of the investigator, might confound the results of the study or pose an additional risk in administering ivacaftor to the participant
* An acute upper or lower respiratory infection, or pulmonary exacerbation, or changes in therapy for pulmonary disease within 4 weeks of Day 1
* Abnormal liver function at screening
* Hemoglobin \<9.5 g/dL at screening
* History of solid organ or hematological transplantation
* Use of any moderate or strong inducers or inhibitors of CYP3A within 2 weeks of Day 1

Observational Arm:

* Receiving ivacaftor treatment

Other protocol defined Inclusion/Exclusion criteria may apply.","This is a Phase 3, 2-arm, multicenter study with an open-label ivacaftor arm and an observational arm to evaluate the safety and efficacy of long-term ivacaftor treatment in participants with cystic fibrosis (CF) who are \<24 months of age at treatment initiation and have an approved Ivacaftor-Responsive mutation.",Cystic Fibrosis,1,1,Safety and Tolerability as Assessed by Number of Participants With Treatment-Emergent Adverse Events (TEAEs) and Serious TEAEs,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03292718,Clinical Trial to Assess Influence of MyCyFAPP Use on GI Related QOL in Children With Cystic Fibrosis,"Innovative Approach for Self-management and Social Welfare of Cystic Fibrosis Patients in Europe: Development, Validation and Implementation of a Telematics Tool. WP6.2: Impact Assessment Through a European Multicentre Clinical Trial: Validation of MyCyFAPP as a Portable System for Self-management in Children With CF",MyCyFAPP,Universitaire Ziekenhuizen KU Leuven,OTHER,NA,UNKNOWN,INTERVENTIONAL,200,ESTIMATED,2017-10,2018-12,2018-12,,ALL,2 Years,18 Years,CHILD;ADULT,0,"Inclusion Criteria:

1. Diagnosis of CF as evidenced by one or more clinical feature consistent with the CF phenotype or positive CF newborn screen AND one or more of the following criteria:

   1. A documented sweat chloride ≥ 60 mEq/L by quantitative pilocarpine iontophoresis (QPIT)
   2. A documented genotype with two disease-causing mutations in the CFTR gene
2. Having pancreatic insufficiency (stool elastase \< 200 mcg/g stool) and using PERT
3. Age ≥ 24 months and \< 18 years at screening visit
4. Informed consent by parent or legal guardian; assent for children from age 12 years on

6\. Inclusion visit coincides with scheduled routine clinic visit 7. Ability and willingness to comply with APP use and evaluations at time of routine clinic visits as judged by the site investigator 8. Availability of wifi connection at home so that connection to the internet is feasible at home at least weekly.

Exclusion Criteria:

1. Acute infection associated with decreased appetite or fever at time of run-in visit
2. Acute abdominal pain necessitating an intervention at time of run-in visit
3. Physical findings that would compromise the safety of the participant or the quality of the study data as determined by site investigator
4. Investigational drug use within 30 days prior to run-in visit
5. Started with CFTR modulator treatment less than 3 months before start of run-in visit
6. Inability to use the APP due to patient specific factors such as language or learning difficulties","Interventional trial to study the influence of the use of MyCyFAPP (mobile application) on the gastro-intestinal related quality of life.

This mobile APP has been developed during previous workpackages of the Horizon2020 Project and contains several modules:

* mathematical prediction model to calculate the needed dose for pancreatic enzyme replacement therapy
* educational games and other educational material
* communication with doctor/dietician through professional webtool
* diary to register symptoms and data on nutrition.

The app will be introduced and used during 6 months. Primary outcome parameter will be change in modified PedsQL GI after 3 months. PedsQL GI is an existing questionnaire that evaluates gastro-intestinal related quality of life in children. We validated it for use in cystic fibrosis in a previous observational study.",Cystic Fibrosis in Children,0,0,change in Modified PedsQL GI,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03295201,Clinical Effects of Exercise Program Added to Pulmonary Rehabilitation in Patients With Cystic Fibrosis,Clinical Effects of Exercise Program Added to Pulmonary Rehabilitation in Patients With Cystic Fibrosis,,Marmara University,OTHER,NA,COMPLETED,INTERVENTIONAL,22,ACTUAL,2017-03-05,2017-10-23,2017-11-24,,ALL,6 Years,14 Years,CHILD,0,"Inclusion Criteria:

1. Be diagnosed with KF
2. Be able to understand commands

Exclusion Criteria:

1. FEV1 below than %30
2. Cor pulmonale
3. Advanced gastroesophageal reflux
4. Current hospital admission due to lung infection
5. Be diagnosed with neuromuscular disease","The aim of this study is to investigate the effects of postural exercise program added to pulmonary rehabilitation program on quality of life, exercise tolerance and postural stability in children with Cystic Fibrosis.",Cystic Fibrosis,1,0,Exercise Tolerance | Exercise Tolerance | Exercise Tolerance | Exercise Tolerance,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03304028,MUCOviscidose EXacerbation Outils Connectés Education Thérapeutique,Use of Home-based Connected Devices to Early Detect and Treat Pulmonary Exacerbations: Feasibility and Clinical Validity in CF Patients,MucoExocet,"Institut National de la Santé Et de la Recherche Médicale, France",OTHER_GOV,NA,TERMINATED,INTERVENTIONAL,36,ACTUAL,2017-10-20,2020-06-18,2020-06-18,recruitment and search completed,ALL,12 Years,,CHILD;ADULT;OLDER_ADULT,0,"Inclusion Criteria:

* 12 years and over
* Cystic fibrosis confirmed by sweat test or genetic
* Able to understand and respect the protocol and its requirements
* Who signed the consent prior to any other procedure protocolFollowed in the same CF center during the study
* In clinically stable condition - no pulmonary exacerbation requiring intravenous antibiotics - in the previous 4 weeks)
* Prescribed at least one pulmonary medication (eg, inhaled mucolytic, inhaled or oral antibiotic therapy, hypertonic saline)
* Not undergone solid organ transplants
* With smartphone, computer or tablet connected to wifi access

Exclusion Criteria:

* Patient undergoing solid organ transplant
* Pregnancy or planned pregnancy during the period of the study
* Patient on exclusion period because of other clinical research esearch
* Patients who don't use connected devices during the 3 first months will be excluded from the study.","Early detection of pulmonary exacerbations (PEx) in Cystic Fibrosis (CF) patients is important to quickly trigger treatment and reduce respiratory damage. The investigators hypothesize that using home-based connected devices (CDs) in educated patients applying Cumulative sum charts (CUSUM) to monitor physiological parameters (PP) and patients' perception reported (PRP), will allow early detection of PEx.

Objective: to study clinical validity of using CDs and evaluate adherence and satisfaction in CF patients and teams

Design: 3 phase multicenter study in 36 CF patients aged \>=12 years. Phase 1, patients are equipped during 3 months with CDs. PP and PRP to estimate CUSUM parameters are collected. In phase 2, patient's personalized educational plan to manage alerts is built. In phase 3, PP and PRP are collected during 12 months. Clinical validity, change in patients clinical data, quality of Life/Anxiety-Depression/Satisfaction, patients and teams' acceptance and adherence are assessed.",Cystic Fibrosis,0,0,Exacerbations (ExR) concordance,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03309358,A Study of the Safety and Tolerability of Inhaled SNSP113 in Healthy Subjects and Subjects With Stable Cystic Fibrosis,"A Multiple-Site, Randomized, Double-Blind, Placebo-Controlled, Single Ascending Dose (SAD) Study to Assess the Safety and Tolerability of Inhaled SNSP113 in Healthy Male Subjects (Part A) and Subjects With Stable Cystic Fibrosis (Part B)",,"Synspira, Inc.",INDUSTRY,PHASE1,TERMINATED,INTERVENTIONAL,32,ACTUAL,2017-09-28,2017-12-18,2017-12-18,Successful completion of Part A. Company decision to end early.,ALL,18 Years,50 Years,ADULT,1,"Inclusion Criteria:

Part A

* Healthy male adults ≥18 and ≤50 years of age at screening.
* Baseline FEV1 80-120% of predicted at Screening.
* Oxygen saturation of ≥ 96% on room air as determined by pulse oximetry at Screening.
* Screening laboratory tests within normal limits.

Part B

* Female and Male subjects who are ≥18 years of age and a confirmed diagnosis of CF.
* FEV1 \>50% of predicted.
* Oxygen saturation of ≥ 94% on room air as determined by pulse oximetry at Screening.
* Stable CF pulmonary disease as judged by the Investigator.

Exclusion Criteria:

Part A

* Any history of any form of lung disease or any systemic disease that may affect the lung or pulmonary function.
* Former regular smoker or has smoked tobacco or cannabis products within the last 30 days.
* Any history of any form of liver disease, renal disease, cardiac disease, hematologic disease, neurologic disease, atopy or any chronic condition.
* Participation in one or more healthy subject studies within the prior 3 months.

Part B

* Participation in a clinical trial involving receipt of an investigational product within the 30 days prior to screening.
* Female subjects who are pregnant (a negative serum pregnancy test must be demonstrated at screening), have a positive pregnancy test, are lactating or who plan to become pregnant within 90 days after dosing.
* Subjects requiring supplemental oxygen.
* Hemoptysis of \>5 mL within 12 weeks of screening.
* Listed for organ transplantation.","Although Cystic Fibrosis is a complex genetic disease affecting many organs, lung disease is the primary cause of mortality. The objective of this study is to determine the safety and tolerability of SNSP113 in healthy subjects and subjects with stable cystic fibrosis.","Lung Diseases | Pulmonary Disease | Cystic Fibrosis | Cystic Fibrosis Lung | Cystic Fibrosis Pulmonary Exacerbation | Cystic Fibrosis With Exacerbation | Respiratory Tract Disease | Pulmonary Inflammation | Multi-antibiotic Resistance | Antibiotic Resistant Infection | Lung Infection | Lung Infection Pseudomonal | Lung; Infection, Atypical Mycobacterium | Burkholderia Infections | Burkholderia Cepacia Infection | Lung Inflammation",0,0,Incidence of adverse events | Spirometry | Pulse Oximetry,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03312140,Examination of the Lipid Metabolism of the Liver After Choline Substitution in Cystic Fibrosis,Examination of the Lipid Metabolism of the Liver After Choline Substitution in Cystic Fibrosis,,University Hospital Tuebingen,OTHER,NA,COMPLETED,INTERVENTIONAL,10,ACTUAL,2014-11-06,2016-04-24,2017-02-08,,MALE,18 Years,,ADULT;OLDER_ADULT,0,"Inclusion Criteria:

* Age \> 18 years
* male
* Cystic fibrosis is verified
* pancreatic insufficiency
* Decline of plasma phosphatidylcholine and steatosis of the liver
* informed consent is given

Exclusion Criteria:

* cirrhosis of the liver
* Hyperreactivity to choline containing food
* allergic bronchopulmonary aspergillosis or other acute exacerbations of pulmonary infections
* FEV1 \< 40%
* smoker
* chronic alcohol consume
* clinically relevant diseases (for example thyroid dysfunction, disturbance of lipid metabolism, renal diseases, significant left or right ventricular functional restriction) which will change the lipid metabolism of the liver
* Implants or other reasons which make magnetic resonance examinations impossible",Pilot study to investigate the effect of choline chloride in cystic fibrosis patients with liver steatosis by comparing their status before and after the intervention,Cystic Fibrosis Liver Disease,0,0,Measurement of D9-Methyl-Choline Kinetic,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03341741,Combined Dry Powder Tobramycin and Nebulized Colistin Inhalation in CF Patients,Combined Dry Powder Tobramycin and Nebulized Colistin Inhalation in CF Patients,CotoCFII,University Hospital Tuebingen,OTHER,PHASE3,COMPLETED,INTERVENTIONAL,26,ACTUAL,2014-03-11,2015-12-19,2016-11-25,,ALL,12 Years,,CHILD;ADULT;OLDER_ADULT,0,"Inclusion Criteria:

1. Cystic Fibrosis is verified;
2. Patient is 12 years or older;
3. FEV1 is higher than 25% and lower than 100%;
4. The patients' lung is colonised with P. aeruginosa chronically (≥6 months);
5. P. aeruginosa must be sensitive for Tobramycin or Colistin;
6. Pretreated with Colistin \>2 months;
7. Last i.v. antibiotic treatment ≥2 weeks;
8. Informed consent is given by patients/legal representatives

Exclusion Criteria:

1. Clinical deterioration is present (exacerbation symptoms);
2. Last Tobramycin inhalation treatment ≤ 2 weeks;
3. Renal dysfunction (creatinine \<1.5 fold of normal, glomerular filtration rate (GFR) \<80%) at baseline
4. auditoria or vestibular dysfunction, hearing loss
5. Intolerances against Tobramycin, Colistin or Polymyxin B
6. Myasthenia gravis
7. Porphyria
8. Pregnancy and nursing",To assess whether the inhalative combination of Tobramycin/Colistin is more effective in reducing Pseudomonas colony forming units (CFUs) and improvement of lung function than Colistin in mono-therapy.,Cystic Fibrosis With Pulmonary Manifestations,0,0,Amount of P. aeruginosa in sputum,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03357562,MR Imaging of Lung in the Follow-up Assessment of Cystic Fibrosis,MR Imaging of Lung in the Follow-up Assessment of Cystic Fibrosis,CFMR-lung,"University Hospital, Bordeaux",OTHER,NA,TERMINATED,INTERVENTIONAL,212,ACTUAL,2018-05-05,2025-03-06,2025-03-06,Target number of inclusion not reached,ALL,8 Years,,CHILD;ADULT;OLDER_ADULT,0,"Inclusion Criteria:

* male or female children (age ≥ 8 y.o) and adult patient with a diagnosis of cystic fibrosis provided by genetic and swear test older than 8 years. Subgroups of patients will be defined according to:

  * age: younger or older 18y.o. We expect around 50% in different subgroups. In case of, we reach 50% in one of these groups, patient recruitment will continue for both groups until the expected number of patients in the study is reached.
  * brand name of magnet: Siemens, General Electric or Philips
* new drugs use: association Ivacaftor/lumicaftor (OrkambiØ) or Ivacaftor only (Kalydeco Ø) ) We expect approximately 20% to 50% of patients treated
* Informed consent provided to the patient or/and to legal representative for adults and to parents for the children
* Patient concerned by articles L 1121-6, L 1121-7, and L 1121-8 (persons deprived of their liberty by a judicial or administrative decision, minors, persons of legal age who are the object of a legal protection measure or unable to express their consent) if the expected benefit for such persons justifies the foreseeable risk incurred

Exclusion Criteria:

* patients without any social security or health insurance
* pregnant women
* Patients with previous pulmonary transplantation or planned for transplantation in the year following inclusion
* MRI contraindications:",The aim of the study is to assess the diagnostic sensitivity of MRI to detect changes in Helbich-Bhalla scoring over time in patients with cystic fibrosis,Cystic Fibrosis,0,0,Sensitivity of MRI to detect lung changes,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03367494,A New Optical Sweat Test Method Based on a Citric Acid-derived Multi-halide Sensor,A New Optical Sweat Test Method Based on a Citric Acid-derived Multi-halide Sensor,,Milton S. Hershey Medical Center,OTHER,NA,TERMINATED,INTERVENTIONAL,25,ACTUAL,2018-03-01,2020-06-01,2020-12-01,Investigator Decision,ALL,18 Years,,ADULT;OLDER_ADULT,1,"Inclusion Criteria:

* Adults 18 years of age or older capable of providing written informed consent AND
* Patients with an established diagnosis of Cystic Fibrosis (CF) OR Healthy volunteers

Exclusion Criteria:

* Participants under medications or with disorders known to cause a positive error in the sweat test will be excluded in the study. Common causes of positive error in sweat test are mineralocorticoid hormone therapy, adrenal insufficiency, glycogen storage diseases, hypothyroidism, hypoparathyroidism, nephrogenic diabetes insipidus, G6PD deficiency or ectodermal dysplasia OR
* Any other skin or soft tissue disorders that could affect obtaining the necessary volumes of sweat.","Cystic Fibrosis (CF) is a hereditary multi-system disease affecting approximately 30,000n children and adults in the USA. The diagnosis of CF requires biochemical confirmation (either abnormal sweat chloride measurement and/or identification of two CF disease causing mutations) plus clinical symptomatology. Measurements of sweat chloride remain cumbersome and although most common methodology to confirm CF diagnosis with limitations especially in young children less than 6 months of age and in areas that lack ability for the complex testing. The study objectives of this current research proposal include: A) To expand upon previously obtained pilot study data ""Evaluation of a fluorescent-based chloride sensor as an optical sweat test to diagnose cystic fibrosis"" B) To add the exploratory measurement of sweat Bromide as a first in human assessment observation, C) To Evaluate the development of smartphone based point-of-care technology for chloride and bromide sensor measurements, D) To further expand the class of citrate-based sensors with improved fluorescence and sensing properties for the design of new fluorescence-based analytical and diagnostic solutions based on the automated multi-halide detection system, and E) To develop point-of-care systems that can successfully integrate into clinical settings to improve current practices and facilitate early detection of disease.",Cystic Fibrosis,0,0,Sweat chloride measurements in sweat samples via ion exchange chromatography | Sweat chloride measurements in sweat samples via fluorescence quenching | Sweat bromide measurements in sweat samples via fluorescence quenching,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03375047,Study to Evaluate the Safety & Tolerability of MRT5005 Administered by Nebulization in Adults With Cystic Fibrosis,"A Phase 1/2, Randomized, Double-Blinded, Placebo-Controlled, Combined Single and Multiple Ascending Dose Study Evaluating the Safety, Tolerability, and Biological Activity of MRT5005 Administered by Nebulization to Adult Subjects With Cystic Fibrosis",RESTORE-CF,Sanofi,INDUSTRY,PHASE1;PHASE2,COMPLETED,INTERVENTIONAL,42,ACTUAL,2018-05-10,2022-03-15,2022-03-15,,ALL,18 Years,,ADULT;OLDER_ADULT,0,"Inclusion Criteria:

* Confirmed diagnosis of CF as defined by both of the following:

  * Two CF disease-causing cystic fibrosis transmembrane conductance regulator (CFTR) mutations in Class I or II (genotype confirmed at the screening visit).
  * Chronic sinopulmonary disease and/or gastrointestinal/nutritional abnormalities consistent with CF disease.
* Clinically stable CF disease, as judged by the investigator.
* Forced expiratory volume in 1 second (FEV1) ≥50% and ≤90% of the predicted normal for age, gender, and height at screening.
* Resting oxygen saturation ≥92% on room air (pulse oximetry).

Exclusion Criteria:

* An acute upper or lower respiratory infection, pulmonary exacerbation, or clinically significant episode of hemoptysis or change in chronic respiratory medications (including antibiotics) for CF lung disease within 28 days prior to dosing with investigational product on Day 1.
* Participants were receiving treatment with ivacaftor monotherapy (KALYDECO).
* Parts A and B only: Were receiving treatment with triple combination therapy (TRIKAFTA).
* Participants with a Class III, IV, or V CFTR gene mutation in at least 1 allele.
* Infection with highly virulent bacteria associated with accelerated decline in pulmonary function and/or decreased survival (e.g., Burkholderia cenocepacia, Burkholderia dolosa, Mycobacterium abscessus).

Treatment with ORKAMBI or SYMDEKO was not an exclusion for this study.","This Phase 1/2, first-in-human study evaluated the safety and tolerability of single and multiple escalating doses of MRT5005 administered by nebulization to the respiratory tract of adult subjects with cystic fibrosis (CF).",Cystic Fibrosis,1,1,"Parts A, B and D: Number of Participants With Treatment-Emergent Adverse Events (TEAEs) and Treatment-Emergent Serious Adverse Events",2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03375684,"Effects of Inspiratory Muscle Training on Postural Stability, Balance, Pulmonary Function and Functional Capacity in Children With Cystic Fibrosis","Effects of Inspiratory Muscle Training on Postural Stability, Balance, Pulmonary Function and Functional Capacity in Children With Cystic Fibrosis",,Bezmialem Vakif University,OTHER,NA,COMPLETED,INTERVENTIONAL,32,ACTUAL,2018-01-02,2018-05-02,2018-05-21,,ALL,8 Years,18 Years,CHILD;ADULT,0,"Inclusion Criteria:

* Cystic fibrosis diagnosis
* Stable clinical condition (no exacerbation in last 4 weeks)

Exclusion Criteria:

* Documented diagnosis of vestibular, neurological or orthopedic disorders which may affect balance and mobility
* Subjects previously involved in exercise training or physiotherapy programs","It is extensively reported in the literature that patients with chronic obstructive lung disease may have impairments in balance and postural control which further increase the disease burden. Mechanisms related to these impairments include, but are not limited to increased work of breathing, diaphragm weakness, peripheral muscle weakness and systemic inflammation. Since the similar symptoms are reported for the children with cystic fibrosis, it is hypothesized that balance and postural control may also be compromised in these patients. Inspiratory muscle training (IMT) is shown to improve diaphragm strength and pulmonary function. Considering the relation between diaphragm which is one of the core muscles, and balance, IMT may also have an impact on postural control and balance alongside the standard clinical parameters such as respiratory muscle strength, pulmonary function and functional capacity in these patients. Thus, the aim of this study was to investigate the effects of inspiratory muscle training and conventional chest physiotherapy on postural stability, balance, pulmonary function and functional capacity in children with cystic fibrosis.",Cystic Fibrosis,0,0,Change from baseline postural stability test score in Biodex Balance System SD at 8 weeks | Change from baseline limits of stability test score in Biodex Balance System SD at 8 weeks | Change from baseline sensory integriation and balance test score in Biodex Balance System SD at 8 weeks | Change from baseline Forced Vital Capacity (FVC) at 8 weeks | Change from baseline Forced Expiratory Volume in 1 second (FEV1) at 8 weeks | Change from baseline Peak Expiratory Flow (PEF) at 8 weeks | Change from baseline maximum inspiratory pressure at 8 weeks | Change from baseline maximum expiratory pressure at 8 weeks | Change from baseline distance covered in six-minute walk test at 8 weeks,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03391414,Effects of Inhaled Bicarbonate on Airway pH in Cystic Fibrosis,Effects of Inhaled Bicarbonate on Airway pH in Cystic Fibrosis,,Joseph Pilewski,OTHER,PHASE1,COMPLETED,INTERVENTIONAL,12,ACTUAL,2014-08,2016-07,2016-07,,ALL,12 Years,,CHILD;ADULT;OLDER_ADULT,0,"Inclusion Criteria:

1. FEV1 greater than 50% predicted.
2. Ability to spontaneously expectorate sputum (with or without chest physiotherapy).
3. Stable disease as defined by absence of exclusion criteria numbers 3-5 and clinician assessment.

Exclusion Criteria:

1. Reactive airway disease
2. Use of inhaled hypertonic saline in the past 28 days
3. Use of IV antibiotics in the past 4 weeks
4. Changes in CF-related medications in the four weeks prior to study screening
5. SpO2 \< 94% on room air or use of supplemental oxygen.
6. Presence of untreated gastroesophageal reflux disease (GERD) or residual acid reflux symptoms in cases of treated GERD more than three times per week.
7. Pregnant or nursing females.","This study will compare the use of inhaled concentrated sodium chloride solution to an inhaled solution of sodium bicarbonate in an attempt to decrease the thickness and stickiness of the mucus in the lungs of a person with cystic fibrosis. Also, this study is also looking at whether or not it is possible to decrease the acidity of the airways by inhaling sodium bicarbonate through nebulizer treatments.",Cystic Fibrosis,0,,Exhaled breath condensate pH change,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03420209,The Effect of Proprioceptive Neuromuscular Facilitation (PNF) Technique for Children With Chronic Pulmonary Diseases.,"The Effect of Proprioceptive Neuromuscular Facilitation Technique on Respiratory Functions, Functional Capacity, Muscle Force, Posture, Activity of Daily Living, Quality of Life for Children With Chronic Pulmonary Diseases.",,Istanbul University,OTHER,NA,COMPLETED,INTERVENTIONAL,40,ACTUAL,2016-12-01,2022-08-01,2022-08-01,,ALL,10 Years,18 Years,CHILD;ADULT,0,"Inclusion Criteria:

1. Patients between the ages of 10-18 years
2. Walking alone
3. The children with chronic pulmonary diseases who can cooperate
4. Children who can accommodate to the programme
5. The family who gave informed consent
6. The children who are didn't at the acute exacerbation attack.

Exclusion Criteria:

1. The children can't walk alone
2. The children with chronic pulmonary diseases who can't cooperate
3. The family who didn't gave informed consent
4. The children who are at the acute exacerbation attack.","Cystic fibrosis and bronchiectasis are the most seen problems in children with chronic pulmonary diseases. İt is a genetic, chronic system disease that reduces life expectancy, and life quality as well. Chronic lung disease , malnutrition, and reduced activity, caused by disease lead to postural disorders. Muscle force, endurance, activity of Daily living are adversely affected. İn the treatment pulmonary rehabilitation are using. Airway clearance technique, pulmonary exercises, upper extremity ergometer, dumbbells, elastic bands, proprioceptive neuromuscular facilitation technique are applying. Resistance training using elastic bands has become an increasingly common intervention aiming to improve function by increasing muscular strength. İn one study indicated that muscle strength can be improved through three dimensional spiral large scale resistive exercises using proprioceptive neuromuscular facilitation. İn the literature there isn't any research , uses elastic bands with proprioceptive neuromuscular facilitation for the upper extremity and evaluating pulmonary functions, posture, quality of life, muscle force.

The aim of this study is giving exercises programme with proprioceptive neuromuscular facilitation and elastic bands and to evaluate pulmonary muscle force, pulmonary functions, posture, activity of daily living, quality of life, functional capacity. And to evaluate the effect of treatment programme on these parameters.

The subjects were divided in two groups. An experimental group three times a week for 12 weeks will perform proprioceptive neuromuscular facilitation exercises with elastic bands, and pulmonary exercises. The control group will apply only pulmonary exercises at home programme.",Chronic Respiratory Disease | Cystic Fibrosis | Bronchiectasis,0,,Pulmonary function test,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT03423576,Effects of a Comprehensive Patient-centered Health Service in Cystic Fibrosis (VEMSE-CF),Effects of a Comprehensive Patient-centered Health Service With a Focus on Psychosocial Services for Patients With Rare Diseases Using Cystic Fibrosis as an Example (Evaluation Eines Ganzheitlichen Patientenzentrierten Versorgungsmodells für Patienten Mit Seltenen Erkrankungen Unter Besonderer Berücksichtigung Der Psychosozialen Versorgung am Beispiel Mukoviszidose),VEMSE-CF,Mukoviszidose Institut gGmbH,OTHER,NA,COMPLETED,INTERVENTIONAL,318,ACTUAL,2011-08-01,2016-02-28,2016-12-31,,ALL,5 Years,,CHILD;ADULT;OLDER_ADULT,0,"Inclusion Criteria:

* confirmed diagnosis of Cystic Fibrosis - written informed consent
* intervention group: care in one of the 3 CF-centers
* control group: care in one of the 13 control CF-centers

Exclusion Criteria:

* post lung Transplantation
* listed for lung Transplantation and planned inpatient stay for more than 4 weeks","For the Project VEMSE-CF, a comprehensive patient-centered outpatient health service model was developed offering focused interventions in different areas. These included patient education, as well as nutritional and exercise counselling. Special emphasis was given to the psycho-social services. The implementation was supported by a case manager. The model was implemented in three German CF-Centers. For evaluation, Patient data from 13 additional German CF-Centers offering standard care was used as comparison. In total, 153 patients in the Intervention Group and 163 control patients aged 5-52 years contributed data. The primary endpoint was the number of BMI- and FEV1-measurements over 24 months. Secondary endpoints included mortality, lung transplantation, FEV1, BMI, adherence to therapy, Quality of life, and mental stress.",Cystic Fibrosis,0,0,Number of BMI and FEV1 assessments,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
